datetime,platform,username,candidate_name,text,comment_count,view_count,like_count,url,num_interaction,Sentiment
2024-05-21 00:37:04,Youtube,Ed Zadi,Claudia Sheinbaum,#prian #prian #lopezobrador #alito #xochiltgalvez #claudiasheinbaum #morena #prian #4t __ ,26,6762,357,https://www.youtube.com/watch?v=9ygBF9BTGEI,383,negative
2024-01-02 20:30:03,Youtube,Iber Alejandro,Claudia Sheinbaum,"MARTES NEGRO PARA XOCHITL! ESTO TENIA QUE PASAR, LLEGÓ EL DIA Y OBRADOR NO PUDO EVITARLO __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",0,0,0,https://www.youtube.com/watch?v=aK4oc_YBLqc,942,negative
2024-07-23 02:25:38,Youtube,México en Corto 🇲🇽 ,Claudia Sheinbaum,"ASÍ ESPANTARON A NOROÑA PIÑA, RECUERDO DE ESE GRAN DIA 😉 #4t #amlo #morena #claudiasheinbaum __ ",39,29545,1517,https://www.youtube.com/watch?v=FtUDOE8uBfY,1556,negative
2024-02-26 14:03:13,Youtube,REGIOMEXA,Claudia Sheinbaum,"El que se mete con AMLO se metecon el pueblo de México #amlo #4T #SomosMillonesConAMLO #amlovers __ #SomosMillonesConAMLO #amlovers
#noroña #claudiasheinbaum
#México #regiomexa",0,0,0,https://www.youtube.com/watch?v=318BwTVkWZc,1316,negative
2024-03-02 01:14:02,Youtube,Notiexpress,Claudia Sheinbaum,"Claudia Sheinbaum presenta su Proyecto de Nación todo un EXITO  #claudiasheinbaum  #amlo __ Si te gusto nuestro contenido de Notiexpress no olvides suscribirte!!!
Resumimos la noticia en minutos.
---------------------------------------------------------------------------------------------------------------",0,0,0,https://www.youtube.com/watch?v=Zli4z5HtXGw,470,positive
2024-05-23 07:09:12,Youtube,TopuTshi Visión,Claudia Sheinbaum,Declaraciones de Maynez después de tragedia. terrible suceso __ Tragedia en cierre de campaña de movimiento ciudadano. Declaraciones dé Maynez. Una tragedia envuelve a México despues de los hechos sucitados en evento del partido Movimiento ciudadano. En toputshivision nos solidarizamos y lamentamos tan terrible suceso. #toputshivision #xochiltgalvez #claudiasheinbaum #amlo #maynez,44,10145,267,https://www.youtube.com/watch?v=8oPZBKQybn4,311,negative
2024-06-21 02:14:24,Youtube,Sin Puntos ni Comas TV,Claudia Sheinbaum,#claudiasheinbaum #mexico #noticias #cuartatransformación __ ,7,5634,362,https://www.youtube.com/watch?v=QiagOAKqrYM,369,neutral
2024-03-06 02:17:47,Youtube,Stephany Lavalle,Claudia Sheinbaum,SE AVECINA LA  CAMPAÑA ELECTORAL MÁS SUCIA DE LA HISTORIA #viral #mexico #claudiasheinbaum #amlo #4t __ ,0,0,0,https://www.youtube.com/watch?v=duo-NBiIVuA,918,negative
2024-03-06 22:42:48,Youtube,V+ Noticias,Claudia Sheinbaum,Si hoy fueran las elecciones ¿Por quién votarías? #claudiasheinbaum #xochitlgalvez #maynez __ ,0,0,0,https://www.youtube.com/watch?v=lhew26ppDR0,230,neutral
2024-01-30 01:17:02,Youtube,PLANTA - GAMER,Claudia Sheinbaum,"#noroña #gerardofernándeznoroña #fernandeznoroña #claudiasheinbaum #morena __ hoy traigo un dibujo de Batman vs Superman









#batman #superman #dc #dccomics #dibujo #speeddrawing",0,0,0,https://www.youtube.com/watch?v=KMAG7GhE13s,897,neutral
2024-05-15 04:36:19,Youtube,Poesía Política Mx,Claudia Sheinbaum,"Alito Moreno pide que Maynez Decline#politica __ #shortsfeed #claudiasheinbaum #morena2024 #mexico #noticias 

Suscribete!!!!

Alito Moreno  menciona que no tiene posibilidad de ganar alvarez maynez para ser presidente de Mexico por lo que es logico que esta pidiendo decline a favor del PRIAN.",46,13532,716,https://www.youtube.com/watch?v=uQUDGN-8-Qs,762,negative
2024-06-05 01:20:22,Youtube,IZNA,Claudia Sheinbaum,"💥🚨Pensión IMSS e ISSSTE: Jubilados recibirán más dinero a partir de julio🗓️💰 __ 🤑✅🎁Pensión IMSS e ISSSTE: Jubilados recibirán más dinero a partir de julio🚨🏦💰
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#bienestar #pensiónretiro #buenas #imss #beneficios #consejos #noticias #méxico #seguridadsocial  #ariadnamontielreyes #claudiasheinbaum #noticias",151,20362,0,https://www.youtube.com/watch?v=mA5nZbIdhx4,151,neutral
2024-04-15 13:56:06,Youtube,SignoMx,Claudia Sheinbaum,"🔴 EN VIVO Claudia Sheinbaum termina jornada en Sinaloa con mitin en Mazatlán __ Este 14 de abril Claudia Sheinbaum ya estuvo en Los Mochis con una conferencia a medios, le siguió en Culiacán y termina en Mazatlán

#claudiasheinbaum #mazatlan  #sinaloa",5,712,101,https://www.youtube.com/watch?v=RJ8f8HHq2MU,106,neutral
2024-06-04 00:43:46,Youtube,EL CARPINTERO POLÍTICO,Claudia Sheinbaum,Así recibieron a #claudiasheinbaum #4t #mexico  #bts #cuartatransformación #claudiapresidenta __ ,2,2425,83,https://www.youtube.com/watch?v=ufXVVQ6dXiw,85,neutral
2024-06-06 01:02:57,Youtube,Iber Alejandro,Xóchitl Gálvez,"⚠️MIERCOLES NEGRO! CULPAN AL PRESIDENTE DE ESTA LAMENTABLE NOTICIA,EN PALACIO ENVIARON AYUDA __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",29,52771,4306,https://www.youtube.com/watch?v=I8SDxOhehnw,4335,negative
2024-06-04 02:15:53,Youtube,Iber Alejandro,Xóchitl Gálvez,"NORMA PIÑA ENTRA EN DESESPERACIÓN! CLAUDIA LA PUSO COMO CHANCLA EL PRESIDENTE ENVIA COMUNICADO __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",12,23902,1817,https://www.youtube.com/watch?v=rrfBFjxiFfo,1829,negative
2024-01-23 21:50:00,Youtube,Rompeviento TV,Claudia Sheinbaum,"Las diferencias de #Sheinbaum con #AMLO __ 📢 @ingrucha en la #MesaSubversiva: 

✅ Los discursos de #ClaudiaSheinbaum
✅ Balance de precampañas y las encuestas.

Programa completo👇
https://www.rompeviento.tv/momentum/

#tiktokinforma #parati",0,0,0,https://www.youtube.com/watch?v=08ZMJK3dLJ8,83,neutral
2024-07-22 18:21:24,Youtube,Jesús Escobar Tovar ,Claudia Sheinbaum,"KAMALA O TRUMP LA MISMA GATA; EJECUTAN A CERCANO A HARFUCH; PANISTAS SE BURLAN DE CLAUDIO X __ Hablemos de lo que pasa en EUA, sus consecuencias en México, el affaire Trump-Sheinbaum del fin de semana, las burlas de panistas a Claudio X. Y la ejecucicón de uno de  lo más cercanos a Garcia Harfuch

#Amlo #Claudiasheinbaum #Trump #kamala",47,5464,1841,https://www.youtube.com/watch?v=T5C7CYDLY_g,1888,negative
2024-04-21 17:34:59,Youtube,V+ Noticias,Claudia Sheinbaum,Diferencias al hablar sobre nearshoring en la convención bancaria #Nearshoring #Xochitl #Sheinbaum __ ,102,22136,1367,https://www.youtube.com/watch?v=NE_HPNuD9ok,1469,negative
2024-02-05 15:41:27,Youtube,Karen 4T,Xóchitl Gálvez,#amlo Xochitl mando a su gente a agredir físicamente a los compatriotas 😡 __ #amlo #elmejor #presidente #claudiasheinbaum #presidenta #vivamexico #morena #xochitl #agresora,0,0,0,https://www.youtube.com/watch?v=SJAHRELV7_o,93,negative
2024-04-03 00:47:22,Youtube,Iber Alejandro,Claudia Sheinbaum,"AMLO adelantó la pensión para adultos mayores por este motivo __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",0,0,0,https://www.youtube.com/watch?v=kd2cn7KbfOA,48,negative
2024-05-27 18:17:38,Youtube,La Saga,Claudia Sheinbaum,"Totalitarismo vs Democracia: Los 2 caminos que tiene México hoy | Rafael Pérez | MLDA __ Adela Micha platica con el escritor y periodista, Rafael Pérez Gay a propósito del respaldo de los intelectuales y académicos a los candidatos. 

#Mexico #EleccionesMexico #EleccionesINE #INE #Elecciones2024 #AMLO #AndresManuel #LopezObrador #Sheinbaum #ClaudiaSheinbaum #XochitlGalvez #Maynez #JorgeAlvarezMaynez",457,63855,3055,https://www.youtube.com/watch?v=JE3GgbrL7tI,3512,negative
2024-06-07 17:05:21,Youtube,Jesús Escobar Tovar ,Claudia Sheinbaum,"CHANTAJE de LOS MERCADOS por LA REFORMA JUDICIAL; DIFERENCIAS AMLO y CLAUDIA?;REUNION con BLACK ROCK __ Los mercados financieros presionan a los gobiernos entrasnte y saliente de México, para imponer condiciones e influir en la Reforma Judicial, sus corifeos buscan crear el ambiente propicio para una crisis, la respuesta de amlo y sheinbaum ha sido en la misma linea: No habra autoritarismo

#claudiasheinbaum #amlo",273,8433,3508,https://www.youtube.com/watch?v=-O5bHuznsHM,3781,negative
2024-02-04 00:17:49,Youtube,SignoMx,Claudia Sheinbaum,"Sheinbaum en Foro universitario: educación no es mercancía ni privilegio __ Sigue la transmisión de la clausura del Foro de Educación Media Superior, Superior y Posgrado de los Diálogos por la Transformación, en Guadalajara, Jalisco,  en la que participa como invitada especial la Dra. Claudia Sheinbaum Pardo.

#claudiasheinbaum #maestros #udg",0,0,0,https://www.youtube.com/watch?v=KDfP0ELdVLQ,1537,neutral
2024-02-21 21:00:16,Youtube,Reto Diario | noticias | podcast ,Claudia Sheinbaum,"¡Ya es candidata! #xochitlgalvez #mexico #claudiasheinbaum #amlo #noticias #entérate #retodiario __ shorts, Xóchitl Gálvez Ruiz se ha convertido oficialmente en candidata presidencial para las elecciones de 2024, tras su registro ante el INE como abanderada de los partidos PAN, PRI y PRD.",0,0,0,https://www.youtube.com/watch?v=d5iLfyHHTJg,62,neutral
2024-04-16 16:43:57,Youtube,Sistema Informativo NED,Claudia Sheinbaum,AMLO Pide a los Diputados Aprobar El Fondo de Pensiones Para el Bienestar __ #afores #fondodepensiones #diputados #conferenciapresidente #lópezobrador #cuartatransformación #xochitlgalvez #mañanera #noticias #claudiasheinbaum #morena #amlo #viral #elecciones2024 #trending #cuartatransformación #shorts #video,11,1297,52,https://www.youtube.com/watch?v=imvF3Ip3lmo,63,negative
2024-02-29 03:00:14,Youtube,MolinAventuras,Xóchitl Gálvez,Recuerdoooos #familia #hija #viral #parati #pelona #xochitl __ ,0,0,0,https://www.youtube.com/watch?v=HPW2Ew6b4g0,377,neutral
2024-06-08 03:59:39,Youtube,datopolitico,Claudia Sheinbaum,"LA PATIZA DE SU VIDA‼️SIN MIEDO AL CONTEO DE VOTOS #claudiasheinbaum  #4transformación  #morena __ LA PATIZA DE SU VIDA‼️SIN MIEDO AL CONTEO DE VOTOS #claudiasheinbaum   #4transformación  #morena  
Video informatitivo paso a paso de las campañas presidenciales en mexico 
Voto informado este 2 junio 2024
VOTA TODO MORENA

Si te gusto este video 
Suscribete al canal
Gracias por ver el video
Un abrazo!!",2,297,44,https://www.youtube.com/watch?v=Q-drXYT_Rqs,46,positive
2024-03-14 21:35:58,Youtube,Comunicreando,Claudia Sheinbaum,"Sheinbaum vuelve a FALTAR a un congreso #shorts __ 14 de marzo de 2024 y Claudia Sheinbaum vuelve a faltar a una invitación a un congreso. En esta ocasión fue en la cámara nacional de la Industria de la construcción. La candidata Xóchitl Gálvez y Jorge Alvarez Máynez asistieron físicamente a dicho congreso .￼￼

#claudiasheinbaum #xochitlgalvez #elecciones2024",0,0,0,https://www.youtube.com/watch?v=yGJlVWBrZEs,32,negative
2024-05-10 15:35:27,Youtube,Paulo Trece,Claudia Sheinbaum,Enserio fue esta señora a la UNAM ? #oposición #prian #xóchitl #politicamexicana #claudiasheinbaum __ ,19,5121,214,https://www.youtube.com/watch?v=cejwkFR3RLc,233,negative
2024-07-07 04:00:06,Youtube,estudio04,Claudia Sheinbaum,"#repetición | #UIF tunde a #LORET y #LATINUS | #Ciro y sus berrinches | ESTUDIO 04 __ Entérate de las noticias.

Estás en ESTUDIO 04.

esclaudia #4t #morena #últimahora #claudiasheinbaum #amlo #prian #ultimahora #elecciones2024 #xóchitlgálvez #pan #pri #xóchitl #alito #clarabrugada #clara #morenava #cdmx",9,287,66,https://www.youtube.com/watch?v=eDQaLTMExHQ,75,negative
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
