platform,text,Sentiment
Instagram,"#POLITICA
La candidata a la Presidencia de México por la Coalición ""Sigamos Haciendo Historia"", #ClaudiaSheinbaum, cerrará su campaña en #Chiapas. El evento está programado para el domingo 26 de mayo a las 10:00 horas en las instalaciones de la Feria Chiapas en #TuxtlaGutiérrez.
La jornada contará con la destacada participación del candidato a la gubernatura, #EduardoRamírez, así como con la presencia de simpatizantes provenientes de todos los municipios de la región. La decisión de elegir a Chiapas como sede para el cierre de campaña de Sheinbaum refleja el reconocimiento y agradecimiento a la región.",2
Instagram,"Nuestro Presidente @alitomorenoc participa en el arranque de campaña de @XochitlGalvez y @STaboadaMx, dos políticos profesionistas que están listos para dar los mejores resultados y luchar por las familias mexicanas.

#MxSinMiedo
#ElPRISíResuelve",1
Instagram,"¡Gracias por todo su apoyo amig@s de Ampliación San Francisco! 🙏🏼

Gracias Diana Vega hija de mi amiga Xóchitl Gálvez por acompañarnos. 🫂💕

Vamos firmes y convencidos que juntos haremos la diferencia. 🩵👏🏼

#VamosConTodoXLeón

#VotAle

#VotaPAN

@xochitlgalvez 
@dianavegalvez 
@accionnacional 
@pan_gto
@cdm_pan_leon",1
Instagram,"Regresamos a Lagos de Moreno a hablar de frente con las y los laguenses.

Sé que el tema de la seguridad 🚨 es fundamental para #LagosDeMoreno y para todo Jalisco, y por eso vamos a hacer todo lo que esté en nuestras manos para recuperar la tranquilidad en esta hermosa región.

Pero no basta con crear instalaciones nuevas, mejorar el C4 y entregar patrullas a los policías; debemos estar cerca de los familiares de personas víctimas de desaparición para apoyarlas, porque lo menos que se merecen es un trato humano, directo y atento.

Este tema tan delicado es uno de los más graves en todo México, y ni en Zapopan ni en Guadalajara le sacamos la vuelta; hemos estado cerca de los colectivos de familiares de personas desaparecidas, les hemos escuchado y apoyado en sus necesidades.

Como lo hicimos en Guadalajara, me comprometí a que como Gobernador, voy a seguirles atendiendo personalmente. Saben que pueden contar conmigo.

Lagos de Moreno es la tercera ciudad de Jalisco y fue incluso dos veces la capital del estado.

Aquí tienen un parque lineal bien chulo🌳🚴‍♂️, pegado al río, y lo vamos a ampliar. También ya es tiempo de renovar el transporte público 🚍 con camiones eléctricos que cuiden el medio ambiente de Lagos, y seremos nosotros quienes haremos realidad ese gran cambio. 

Quiero ser un gran gobernador para Lagos, para los Altos, para los 8 millones y medio de jaliscienses, y también para los hermanos de Jalisco que viven y trabajan en los Estados Unidos 🇺🇸.

Me dio mucho gusto regresar a Lagos, acompañado de grandes amigos como el candidato a la Presidencia de México, @alvarezmaynez , nuestro líder @dantedelgador y @tecutli_gomez , candidato a diputado federal y ex Alcalde de esta tierra.

¡Ánimo, Lagos!, no tengo palabras para agradecerles 🙏 tanto cariño. Vamos a ganar otra vez con la ayuda de este municipio. ¡Ánimo, Jalisco!

#SiempreJalisco
#SiempreMejores",1
Instagram,"📰 #LaPortada de HOY:

🏗️ Prometen puente para conectar San Baltazar Tetela. 

🚔 @tonantzincholula asegura que devolverá seguridad a Cholula. 

🫵🏽 @xochitlgalvez cierra filas con @eduardorivera01.",2
Instagram,"Así fue el 'cara a cara' entre Sheinbaum, Xóchitl y Máynez en el tercer debate

Las candidatas y el candidato presidencial respondieron que están a favor de una reforma al Poder Judicial; Claudia Sheinbaum dijo que prefiere conservar el sistema político actual y no transitar a un gobierno de coalición; Xóchitl Gálvez se mostró a favor de un gobierno de coalición y Álvarez Máynez apoya un sistema político parlamentario; mientras que los tres respondieron que sí reducirían a los plurinominales.

#claudiasheinbaum #sheinbaum #alvarezmaynez #maynez #debate",2
Instagram,"Acompañada de mi mayor fortaleza participé de este día histórico para México y Sinaloa, hoy formalmente inician las campañas federales. Con @xochitlgalvez vamos por un #MexicoSinMiedo",1
Instagram,"¡Aquí te esperamos, próximo Presidente de México 💪🤩, @alvarezmaynez, con toda la alegría 🥳 de nuestro Movimiento! ¡Colima es tu casa! 

#VotaNaranja 🍊🧡 #MovimientoCiudadano 
#MargaritaMorenoPresidentaMunicipal",1
Instagram,"El Instituto Nacional Eletoral (INE) definió los topes de gastos de campaña que podrán emplear los candidatos y precandidatos a la Presidencia, diputaciones y senaduría con miras a las elecciones federales de 2024. 

Con ello, se definió el presupuesto máximo que podrá gastar Claudia Sheinbaum, candidata presidencial de Morena, así como Xóchitl Gálvez, de la coalición PAN-PRI-PRD, la alianza opositora Va por México.

La Comisión de Prerrogativas y Partidos Políticos del INE aprobó por unanimidad dichos montos máximos en su sesión del martes 26 de septiembre 2023 el equivalente al 20% del financiamiento público para campaña establecido para los partidos públicos.

Es decir, que el tope de gastos equivale a una quinta parte de todo el financiamiento público de campaña que el INE entregará a los partidos que participarán en la elección.

Además explicó que el monto aprobado de las precampañas de 2024 es equivalente al 20% del tope correspondiente a las campañas presidenciales de 2018.

De acuerdo con lo establecido, el tope de gastos para campaña para Claudia Sheinbaum y Xóchitl Gálvez, más Jorge Álvarez, representante de Movimiento Ciudadano, será de 660 millones 978 mil 723 pesos, respectivamente.
.
.
.
#Elecciones2024EF #Elecciones2024Mx #Morena #VaporMéxico #ClaudiaSheinbaum #XochitlGalvez",2
Instagram,"Claudia Sheinbaum lamentó el fallecimiento de la activista y fundadora de Cuacolandia, Elena Larrea e informó que en septiembre pasado habían firmado un ""Acuerdo de unidad por la Transformación en Puebla"" #eluniversalmx",2
Instagram,"Después de #45Días de #CampañaLocal y #90Días de #CampañaFederal solo podemos decir ¡GRACIAS! 

Esta tarde nuestra líder @irmagmo al lado de la #CiudadaniaCuliacanense confirmamos que, con @erika_ssanchez ¡Ya ganamos¡ y vamos a poner a #CuliacánEnOtroNivel.

Con @oscarvaldezcln, @lizbethcruzmx, @gladysobesocln @luisdelarocha_ la voz de las y los Culiacanenses se escuchará fuerte y claro en el #CongresoDelEstado.

Con @palomasnchez y @eduardoortizh_ #DefendamosSinaloa, en el Dtto 07 Federal #HayTiroCon @noeheredia._, y #ParaTí y el Dtto. Fed. 03 @lilianacardena5.

¡Vamos con #FuerzaYCorazónPorMéxico con @xochitlgalvez por un #MxSinMiedo!",1
Instagram,"@claudia_shein y otros representantes de @morena_partido sostienen que #México no está militarizado, argumentando que los miembros de la #GuardiaNacional están capacitados en seguridad pública en lugar de guerra. 
Por ejemplo, rturrent y @arturozaldivarl (ambos del equipo de campaña de Sheinbaum), han defendido que la Guardia no está militarizada, señalando que “sus funciones y formación se centran en la seguridad ciudadana”. Otra frase engañosa. 
Aunque en la Constitución se instituyó a la Guardia Nacional como una corporación de carácter civil, en los hechos se ha desarrollado como una institución militar. Ocho de cada 10 de sus integrantes provienen de las Fuerzas Armadas (@sedenamx y @semar_mx), de acuerdo con un estudio de la Dirección General de Difusión y Publicaciones del Instituto Belisario Domínguez del propio @senadomexico.",2
Instagram,"Claudia Sheinbaum y Arturo Zaldívar evalúan la reforma al Poder Judicial propuesta por AMLO, buscando fortalecer la justicia en México.

Aquí te contamos todos los detalles: 🌐 https://lc.cx/y-xvV3

#Reforma #PoderJudicial",2
Instagram,"Necesitamos impulsar a todxs en México para que tengan una vida digna.

Apoyos en educación, salud, emprendimiento y mucho más es lo que te espera con el #PRD y @xochitlgalvez.",1
Instagram,Una letra simple y un ritmo pegajoso fueron los ingredientes de los genios del marketing de movimiento ciudadano para crear la cancion de la campaña de jorge alvarez maynez 🟠,1
Instagram,"Los candidatos presidenciales en México cerraron el jueves la etapa de precampaña con la oficialista Claudia Sheinbaum como favorita ante la opositora Xóchitl Gálvez y el tercero en carrera, Jorge Álvarez Máynez.

#Elecciones #eleccionesmexico #ClaudiaSheinbaum #XóchitlGálvez #JorgeÁlvarezMáynez #latam",2
Instagram,"El día de hoy acompañamos a @xochitlgalvez a su registro como candidata ciudadana a la presidencia de México 🔵🔴🟡🇲🇽
Es un día histórico ya que por primera vez tendremos a una ciudadana, mujer e indígena como presidenta de la República. Por la vida! Por la verdad y por la libertad! Viva México 🇲🇽👊🏻🤞🏻

#Fuerzaycorazonpormexico #yallegamos #Esperanza #Futuro #VoyConXochitl",1
Instagram,"#ÚLTIMAHORA | Los precandidatos a la presidencia de México no tendrán opción de faltar a los debates organizados por el Instituto Nacional Electoral.

Las autoridades electorales pusieron a votación el tema resultando 6 a favor y 5 en contra.

#INE #Sheinbaum #Xóchitl #Máynez #México",2
Instagram,"A pocas horas de cerrar el plazo establecido, el INE ha recibido poco más de once mil preguntas para el primer debate presidencial.

#Elecciones2024 #INE #DebatePresidencial #ClaudiaSheinbaum #XochitlGalvez #AlvarezMaynez",2
Instagram,"CIUDAD DE MÉXICO.-La virtual presidenta electa, Claudia Sheinbaum, ha anunciado un plan ferroviario para su sexenio, el cual contempla la construcción de 3 mil kilómetros de vías férreas para trenes de pasajeros, el doble de lo realizado por la actual administración. Este proyecto incluye un tren en Nuevo Laredo, Tamaulipas.

En una conferencia de prensa, Sheinbaum detalló que este plan forma parte de un programa de trenes que se presentará la próxima semana.

Al igual que el Tren Maya, la construcción se dividirá entre ingenieros militares y empresas privadas.

“Una de las decisiones que he tomado es que vamos a continuar con los trenes de pasajeros en el país. Actualmente, pues es el Tren Maya y el Interoceánico, que ya es de pasajeros. Faltan dos interconexiones muy importantes del Tren Interoceánico, una hacia Dos Bocas y Paraíso, Tabasco; y la continuación del Tren Maya hacia Puerto Progreso”, explicó.

Sheinbaum indicó que su administración planea lanzar la licitación este mismo 2024 para iniciar la construcción del tren en Nuevo Laredo en 2025, asegurando que ya se cuentan con los recursos disponibles para ese año.

“Entonces, como ven, además de estar construyendo en equipo de gobierno, estamos trabajando en los proyectos”, destacó.

#Sheinbaum #TrenMaya #México

📷: Especial",2
Instagram,"Atento y presente el equipo @pri_slp  para nuestra jornada de hoy en la Reunión Nacional de Capacitación con toda la #FuerzaYCorazónPorMéxico. #FuerzaYCorazónPorSanLuisPotosí

@pri_nacional @alitomorenoc @caroviggiano @pabloangulob90 @gortizglez @frinnemar @miguelalonsogob @xochitlgalvez",1
Instagram,"¡Estamos listos! Así se vivió la toma de protesta de nuestro candidato Presidencial @alvarezmaynez y nuestras candidatas y candidatos al Congreso de la Unión. 

#LlegóLoNuevo para darle a México un mejor futuro. 🧡",1
Instagram,"@xochitlgalvez aun no se pronuncia sobre el video de su hijo en estado inconveniente agrediendo empleados, se dice que dicho clip es de hace unos meses",2
Instagram,"#ELECCIONES2024 Alma Alcaráz confirmó que el próximo 3 y 4 de mayo, Claudia Sheinbaum visitará San Francisco del Rincón, Irapuato, Apaseo el Grande y Apaseo el Alto.

Pese a que en anteriores ocasiones no ha tenido el apoyo esperado en el Estado, la candidata de Morena volverá para mostrar las encuestas rumbo a la gubernatura del Estado, aunque las mismas, favorecen a la candidata del PAN.",2
Instagram,"muy fructífero el Foro ‘Voces de la Emergencia Cultural’ , reunión con líderes del ámbito de la Cultura y las Artes en México, coordinado por @csaizar #ConsueloSaizar en presencia de @xochitlgalvez",2
Instagram,"Ellos quieren que te conformes con lo poco que te dan.

Nuestra Precandidata a la Presidencia de la República, @XochitlGalvez, quiere que tengas salud y medicinas.

#MéxicoVaConX 

Mensaje dirigido a militantes y simpatizantes del PRI",1
Instagram,"📍❤️| Este Miércoles, como parte de su campaña presidencial, la Dra. Claudia Sheinbaum visitó San Luis Potosí, Hidalgo y Veracruz.
En donde miles de simpatizantes y militantes acudieron para refrendar su apoyo. 

[#ClaudiaSheinbaum, #Morena, #PartidoVerde, #PartidoDelTrabajo, #4T, #CuartaTransformación]",1
Instagram,"📸😊
#CierreDePreCampaña #ClaudiaSheinbaum #Presidenta #México #Morena #4T #4taTransformación #CDMX #RevoluciónPacifica
@aliciamedina.17 
@indalipardilloc 
@esperanza_villalobos22 
@ernestinagodoyr 
@oficialreginaorozco 
@olga_sanchezcordero 
@martibatresg 
@armentaconmigo 
@claudia_shein
@monumentoalarevolucion",1
Instagram,"Es HOY !!!!

Estoy con @xochitlgalvez  en el #DebateX, su visión para un México mejor es inspiradora. Sigue su participación hoy a las 8 pm, a través de las cuentas del INE. @pri_nacional",2
Instagram,"La pensión para mujeres de 60 a 64 años costará al menos 18 mil millones de pesos en 2025, pero una vez implementada para toda la población femenina de esa edad, rebasará los 60 mil millones de pesos. 

El Presidente Andrés Manuel López Obrador informó esta semana que enviará al Congreso la propuesta de la virtual Presidenta electa Claudia Sheinbaum para que la nueva pensión de mujeres tenga rango constitucional, como lo tiene desde 2019 el apoyo a mayores de 68 años, que el Gobierno extendió a los de 65 en adelante. 

Conoce cómo se proyecta que vaya avanzando la cobertura y el presupuesto destinado al programa en el link de nuestra bío. 

#EntérateEnREFORMA #pensión #proyecto #programasocial #Presidencia #sheinbaum #AMLO",2
Instagram,"¿Quién tiene las mejores propuestas en educación: Sheinbaum, Xóchitl o Máynez?

Claudia Sheinbaum se comprometió a darle continuidad al proyecto del presidente Andrés Manuel @lopezobrador con la educación 'Humanista y la Nueva Escuela Mexicana', que los estudiantes de preescolar, primaria y secundaria cuenten con becas universales y fortalecer las becas del bienestar; @xochitlgalvez promete fortalecer el sistema de becas e impulsar las escuelas de tiempo completo;Jorge @alvarezmaynez va por duplicar las becas en educación superior y que su modelo de educación forme ciudadanos críticos.

#sheinbaum #claudiasheinbaum #xochitlgalvez #alvarezmaynez #maynez #noticias #news #politicomx",2
Instagram,"📍Seguimos con el segundo día de la reunión plenaria de Diputadas y Diputados Morena en la Cámara de Diputados 

Seguiré impulsando el segundo piso de la cuarta transformación en nuestro querido estado de Morelos y todo el país 

#HagamosLaMejorHistoriaDeMorelos ❤️ #esclaudia #claudiapresidenta #morena2024 #claudiasheinbaum #sheinbaum2024 #morelos #morelosmexico",1
Instagram,"Los ciudadanos organizados siguen llevando el mensaje de la Dra. Claudia Sheinbaum para la continuidad del proyecto de transformación 🙌

#EsClaudia #ClaudiaSheinbaum
#DurangoconClaudia #4T  #EsTiempoDeMujeres",1
Instagram,"Claudia Sheinbaum está 17 puntos arriba de Xóchitl Gálvez: El Financiero

De acuerdo con una encuesta realizada por EL FINANCIERO, la candidata de Morena-PT-PVEM, @claudia_shein, llega al segundo debate presidencial con el 49% de las preferencias electorales, seguida de @xochitlgalvez, del PAN-PRI-PRD, con el 32%, mientras que Jorge @alvarezmaynez, de Movimiento Ciudadano, tiene el 8%.

#news #noticias #debate #debatepresidencial #sheinbaum #claudiasheinbaum #morena #partidodeltrabajo #partidoverde #xochitlgalvez #accionnacional #pripanprd #frenteamplio #fuerzaycorazon #maynez #alvarezmaynez #mc #movimientociudadano #políticomx #fyp",2
Instagram,"Con un rico café y desayuno compartí con la 𝗠𝗘𝗦𝗔 𝗗𝗘 𝗔𝗠𝗜𝗚𝗢𝗦 𝗖𝗢𝗠𝗨𝗡𝗜𝗖𝗔𝗗𝗢𝗥𝗘𝗦 de #Tabasco el trabajo que se está haciendo a nivel nacional desde la #CoordinaciónMiPymeX🤞🏻de @XochitlGalvez 

Los #MediosDeComunicación también son #MiPymes y me era sumamente importante que conozcan lo que será la nueva #AgenciaPyme 

¡Gracias por su tiempo! 🙌🏻",1
Instagram,"🗳️ #Elecciones2024 | 🎥 COBERTURA ESPECIAL 👉🏽 No te pierdas del segundo #DebateINE de los candidatos a la presidencia de #México; Claudia Sheinbaum, Jorge Álvarez Máynez y Xóchitl Gálvez Ruiz. 
Encuentro que se llevará a cabo en las instalaciones de los Estudios Churubusco en Ciudad de México y que se emitirá a las 9:00 p.m. (tiempo de Quintana Roo). 📍

#DetabeINE #DebatePresidencial #DebatePresidencial2024 #DebateMx",2
Instagram,"“Estos sí son hechos: el #PRIAN tiene más gobernadores y prófugos que en funciones”, respondió @claudia_shein a @xochitlgalvez.",0
Instagram,"He caminado #APasoFirme 79 días a lado de este gran equipo de trabajo, #ConFuerzaYSinPausa hemos llegado a todos los rincones de los 84 municipios, escuchando a mujeres y hombres que anhelan un cambio verdadero. 

Vamos este 2 de junio juntas y juntos a construir el segundo piso de la transformación de la mano de nuestra futura presidenta @ClaudiaShein y Christian Buendía para la presidencia municipal de #Pacula.",1
Instagram,"La Dra. @Claudiashein ha representado bien los valores de la 4ta transformación, no mentir, no robar y no traicionar al pueblo. ❤️
La Dra. ha demostrado tener presente la justicia social, la inclusión, el desarrollo y la innovación, el cuidado al ambiente, y sobre todo, la perspectiva de género. 🫶🏽🙌🏼💚
Es una mujer muy capaz y sensible, su compromiso con la equidad, la dignidad humana y la construcción de un México más justo y próspero es innegable. 
Es por eso que me siento segura de expresar mi pleno respaldo a @claudia_shein , Juntxs , Estamos haciendo historia! #estiempodemujeres 💟

Aparten el 1ro de Marzo! Ahí nos vemos ! 💃🏽✨ 

#felizmiercoles
#esclaudia
#4taTransformación 
#mujerestejiendohistorias 
#EsTiempodeMujeres 🙌🏼",1
Instagram,"¡Vamos por la reforma al Poder Judicial! Hoy estuvimos en Chiapas para hablar sobre la importancia de transformar el sistema judicial en nuestro país, siempre a favor del pueblo mexicano. 

#chiapas #eduardoramirez #morena #izquierda #reformajudicial #poderjudicial #scjn #jueces #magistrado #ministro #juez #amlo #sheinbaum #claudiasheinbaum #noticias #politica #politicamexicana #politicamexico",1
Instagram,"Ella es Andrea García, quien será nuestra gran aliada en el Senado de la República🦅  @andreagarciamx Este 2 de junio vota TODO naranja🍊 #lonuevoesimparableopb #lonuevovaenserio",1
Instagram,"El pueblo de México ya tomó la decisón de construir el Segundo Piso de la Cuarta Transformación. 

Esta noche apoyemos a nuestra próxima Presidenta @claudia_shein en el #DebatePresidencial2024

¡Vamos a ganar el debate y el 2 de junio vamos a arrasar en las urnas!

#ClaudiaPresidenta",1
Instagram,"Desde Durango lo decimos fuerte y claro: ¡Vamos a ganar y @XochitlGalvez será la próxima Presidenta de México! Así se ve el respaldo a nuestra candidata, cada día falta menos y cada vez son más los que se suman a este gran proyecto, es momento de retomar el rumbo del país. #MxSinMiedo",1
Instagram,"Nuestra portada #📰 | Van por la preservación de 64 razas de maíces nativos / Despliegan apoyo aéreo contra el fuego en Tenango.

Para más información haz click en el link de nuestro perfil https://linkin.bio/diariomarcaoaxaca 

#Elecciones2024 #IEEPCO #Incendiosforestales #ClaudiaSheinbaum  #DiarioMarcaDeOaxaca #Oaxaca",2
Instagram,"Hoy asistí con gran gusto, al cierre de precampaña de la Dra. @Claudia Sheinbaum. Donde pude coincidir con grandes amigos y amigas. Es impresionante ver el compromiso que existe para dar continuidad a la 4T.  Juntas, seguiremos trabajando por un futuro justo y próspero para todos. ¡Porque juntas, transformamos!
 #ClaudiaSheinbaum #JusticiaSocial #IgualdadDeGénero #Transformación #MéxicoMejor #SigamosHaciendoHistoria #4T",1
Instagram,"La presidenta electa de #México, Claudia #Sheinbaum, rechazó la propuesta de diálogo que hizo la canciller de #Ecuador 👇 

“No es un asunto de sentarse a platicar”, declaró la política del partido gobernante, el Movimiento de Regeneración Nacional (Morena), cuestionada en una conferencia de prensa por las declaraciones que hizo Sommerfeld en una entrevista con EFE.

Sheinbaum subrayó que, para que pueda haber diálogo, primero Ecuador tiene “que dar el paso” de ofrecer una disculpa pública, tras el asalto a la Embajada mexicana en Quito, además de reconocer “el derecho de asilo” del exvicepresidente ecuatoriano Jorge Glas, tal como pide México en la demanda ante la CIJ.

“Hay un juicio, tiene que resolverse ese juicio. Si Ecuador asume lo que está pidiendo México en ese juicio, pues ya es distinto, pero tendría que cumplirse todo lo que está planteando México”, sostuvo.

Jorge Glas tiene dos sentencias en su contra por los casos Odebrech y Sobornos, y es investigado por la reconstrucción de Manabí, tras el terremoto de 2016. 

La oficialista mexicana, quien ganó con casi el 60 % de los votos en las elecciones del 2 de junio, remarcó que está de acuerdo con la decisión del presidente, Andrés Manuel López Obrador, de romper las relaciones con el país andino, pues “no es menor la agresión de Ecuador a México”.",2
Instagram,"🇲🇽Este domingo, Claudia Sheinbaum, ganadora de las encuestas internas, electa como coordinadora oficial única de la defensa de la 4ta transformación del partido MORENA para contender por la candidatura en la elección presidencial de México en 2024, durante sesión ordinaria, entrega de constancia en las instalaciones del World Trade Center en la Ciudad de México. #everydaymexico #diary #photojournalism #fotoperiodismo #covid19 #canon  #everydayeverywhere #ciudaddemexico #gettyimages #gettyimagesreportage #claudiasheinbaum #sheinbaum #2024 #morena #4t #4tatransformación 21/01/2024 📸 @gerardovieyra_ / NurPhoto",2
Instagram,"En el gobierno de @xochitlgalvez se darán apoyos ante el desempleo, ¡no los dejaremos solos! 

#VotaPAN",1
Instagram,"La manicura de la entonces senadora @xochitlgalvez hoy candidata por la coalición ""Fuerza y Corazón por México""
.
.
.
#Xochitl #xochitlgalvez #pri #pan #prd #senado #mexico #Fotoperiodismo #photojournalism #photooftheday #photo #foto",1
Instagram,"En Mexico el gasto de gobierno “per capita” en Salud es de 10,000 ps; en Dinamarca es de 91,000 ! Y si te atiende el @IMSS_BIENESTAR es 4,000 ps! Eso es lo que te ofrece @Claudiashein ! No votes por Morena !",0
Instagram,"#FueraMayerDeMorena 
Tiene razón @fernandeznorona al decir que aún y si se afilia a Morena que se seguirán inventando pretextos para no respetar los acuerdos ni la voluntad del Pueblo.

Ya se la hicieron a @OHarfuch que arrasó por más de 13% en las encuestas a @ClaraBrugadaM y que seguía un hombre en la CDMX porque acababa de ser gobernada por una mujer @Claudiashein, pero se inventaron cosas para quitarlo como candidato.

Lo bueno es que Harfuch no rompió y le volvió a ganar a Brugada en las elecciones al sacar más de 3 millones de votos como senador vs los 2 millones 888 mil votos que sacó Brugada como Jefa de Gobierno. Harfuch se disciplinó, es senador y ahora irá al gabinete.

Lo mismo pasará con Noroña que lo acaban de hacer un mártir y lo acaban de convertir en candidato para el 2030.

El Pueblo No es Tonto...",0
Instagram,"Las y los jóvenes merecen un mejor México, con libertades, oportunidades, seguridad y buenos empleos. 

Solo @xochitlgalvez y la coalición Fuerza y Corazón por México pueden ofrecérselos. 

¡Hagamos patria, jóvenes, salgan a votar, ustedes pueden decidir esta elección!",1
Instagram,"RECONOCE EMILIO GONZÁLEZ A «CONFÍO EN MÉXICO» COMO “FACTOR DETERMINANTE PARA QUE XÓCHITL FUERA CANDIDATA”

“No podía yo empezar con mi trabajo de promoción del voto de Xochitl a través de organizaciones ciudadanas si no es con ustedes”, expresó Emilio González Márquez a integrantes de Confío en México, agrupación a la que reconoció como principal impulsora y “factor determinante” para que Xóchitl se decidiera a ir por la candidatura a la presidencia de la República.

En lo que fue su primer evento oficial  con organizaciones de la sociedad civil en su calidad de Coordinador de la Campaña de Xóchitl Gálvez en Jalisco, González Márquez, se reunió con la directiva de la Agrupación Política Nacional Plural «Confío en México», para formalizar la colaboración y participación estratégica que tendrá la organización que preside Salvador Cosío Gaona y 40 asociaciones afines más que reiteraron el compromiso irrestricto de respaldo a la promoción del voto por la senadora hidalguense para ganar la contienda por la presidencia de México.
“Para mí es un gusto el poder estar aquí hoy con ustedes, además de porque los conozco y sé que trabajan y sé que son gente de bien, porque ustedes fueron un factor determinante para que Xochitl fuera candidata. Ustedes le dieron el entusiasmo, le dieron el ánimo, le transmitieron la necesidad de participar, el sentido de urgencia y esto lo dice Xochitl, fue aquí en Guadalajara, en donde obtuvo la convicción de participar. Ustedes saben, no estaba en su proyecto de vida y ustedes le dieron esa motivación”, destacó González Márquez.
.
.
#voyoútil 
#xochitl 
#jaliscomexico 
#emiliogonzalez 
#sociedadcivil 
#confíoenméxico 
#elecciones2024 
#méxico 
#política",0
Instagram,"En conferencia le pidieron su opinión sobre los dichos donde @javiermilei tachó de “ignorante” a @lopezobrador, la candidata presidencial @xochitlgalvez pidió al mandatario argentino abstenerse.

“En cuanto a Milei, pues, yo lo que le pediría es que no le permito a Milei que hable mal del presidente, de eso me encargo yo”, afirmó Gálvez Ruiz.",2
Instagram,"La candidata presidencial @xochitlgalvez se reunió con jóvenes durante su visita a Boca del Río, Veracruz. Ahí, respondió a @rocionahle después de que la morenista la llamara ‘señora equis’: “Dice la candidata, la de aquí de Veracruz, una que no acabó una refinería, una que se robó la lana para comprarse una casota, esa candidata, dice que soy la ‘señora equis’, claro soy la señora ‘X24’”, dijo, en referencia al proyecto que busca encabezar junto con jóvenes del país.
#TuElección2024 #Latinus #InformaciónParaTi",2
Instagram,"Claudio X. padre esperaba ayer un encuentro privado con Claudia. Se quedó esperando
 
Claudio X. González Laporte fue asesor personal de presidentes durante décadas. Se acomodó en la cúspide de la élite empresarial al menos desde 1982, con Miguel de la Madrid Hurtado, el primer mandatario mexicano que se abrazó del neoliberalismo por voluntad propia. Fue de un sindicato patronal a otro, pero siempre, aún sin la representación formal, estuvo cerca de los jefes de Estado y de uno en particular: Carlos Salinas de Gortari.

Ayer, sin embargo, se quedó esperando a que la próxima Presidenta de México, Claudia Sheinbaum Pardo, lo recibiera en privado después de la reunión que ella sostuvo con líderes del Consejo Coordinador Empresarial (CCE) y del Consejo Mexicano de Negocios (CMN). González Laporte ha encabezado ambos organismos. Pero aquellos eran otros tiempos. Era antes de que le declarara la guerra a Andrés Manuel López Obrador y arrastrara a su hijo a esa batalla de largo aliento que este verano tuvo un capítulo poderoso cuando tres partidos políticos el PRI, PAN y PRD, que perdió el registro, abanderaron a una candidata elegida por las cúpulas, Xóchitl Gálvez Ruiz, quien fue derrotada por una diferencia de 20 millones de votos.

Claudio X. González Laporte fue el articulador de la oposición del sector privado al Presidente Andrés Manuel López Obrador desde la elección de 2006 y apoyó a Felipe Calderón en ese proceso, de quien además recibió contratos millonarios. Mientras que su hijo Claudio X. González Guajardo es el actual artífice de la Marea Rosa y el bloque opositor, y uno de los que alimentó la campaña sucia contra la virtual Presidenta electa, Claudia Sheinbaum.

Foto: Cuartoscuro
#sinembargomx #claudioxgonzalez #claudiasheinbaum",2
Instagram,"En su lucha por la Jefatura de Gobierno de CDMX, Clara Brugada ha recibido un importante respaldo por parte de líderes de Morena, entre ellos el presidente del partido, Mario Delgado, y Gerardo Fernández Noroña, vocero de la campaña Presidencial de Claudia Sheinbaum.

#clarabrugada #noroña #mariodelgado #sheinbaum #noticias #news #morena",2
Instagram,"@xochitlgalvez Será Presidenta de la nación, con el apoyo de todas y todos. #xóchitl #xóchitlva #xóchitlpresidenta2024 #xóchitlpresidenta",1
Instagram,"CIUDAD DE MÉXICO.-La candidata de Morena a la presidencia, Claudia Sheinbaum @claudia_shein, ha anunciado que, en caso de resultar electa, se someterá a la revocación de mandato, siguiendo el ejemplo del actual presidente, Andrés Manuel López Obrador.

En una entrevista con Joaquín López Dóriga, la exjefa de gobierno de la Ciudad de México destacó que no teme a este proceso, considerándolo como una medida esencial para ser una buena líder.

Sheinbaum respaldó la propuesta reciente de AMLO de reducir el porcentaje necesario para activar la revocación de mandato, pasando de 40 a 30 por ciento de participación. La candidata expresó su confianza en este mecanismo, afirmando que ser una buena presidenta implica ganarse la legitimidad del pueblo.

La revocación de mandato, establecida por la Ley Federal correspondiente, es un ejercicio de participación directa de la ciudadanía.

#claudiasheinbaum #revocacióndemandato #méxico #morena",2
Instagram,"Zoe Joffre sale sonriente del elevador. Luce fresquísima, vibrante. Lleva un vestido de lunares y collar de cuentas en el cuello. Saluda con mucho cariño, como si se encontrara con viejas amistades, y se muestra dispuesta a la entrevista, a la que dedica un tiempo generoso y una apertura entusiasmada. La conversación se desarrolla en la redacción de EL PAÍS en Ciudad de México, a un lado del Paseo de la Reforma donde se dejará retratar con el mismo arrollador entusiasmo. 

✍️ @carlossalinasmaldonado
📸 Mónica González Islas

📲 Más en elpais.com | Link en la bio👆🏼

#MujeresTrans #ClaudiaSheinbaum #Mexico #NuevaPresidenta #ClaudiaPresidenta #LGBTQ #PersonasTrans #Gay",2
Instagram,"En Los Mochis, Sinaloa, se siente el respaldo decidido de nuestra militancia a nuestra Precandidata a la Presidencia de la República, @XochitlGalvez, quien encabeza un proyecto incluyente que busca recuperar el rumbo de México, para que las familias vivan en paz y tengan oportunidades de desarrollo.

Mensaje dirigido a militantes y simpatizantes del PRI",1
