record_index,cf_index,original_message,original_sentiment,cf_text,components_changed_list,components_changed_joined,components_changed_count,flip_explanation
10,1,"¿QUE OPINAS TU DE LOS INTEGRANTES DEL GABINETE DE LA PRESIDENTA ELECTA CLAUDIA SHEINBAUM PARDO? 

Claudia Sheinbaum presenta a tres integrantes de su gabinete hoy 18 de julio | : “Son tres jóvenes brillantes” Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno DÍA la más joven de todo el gabinete, pues apenas tiene 35 años.
Quedan pendientes los nombramientos en las secretarías de Marina, Guardia nacional, Defensa Nacional y CFE,

Sheinbaum apuesta por la juventud para gabinete

Claudia Sheinbaum nombró a perfiles jóvenes para sumarse al gabinete legal que entrará en funciones el próximo 1 de octubre.

Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno federal con rangos de edad de los 35 a los 44 años. 

La nueva secretaria de Turismo es la más joven de todo el gabinete, pues apenas tiene 35 años.

La edad mínima marcada por la Constitución - según la reforma aprobada el año pasado - para ocupar una secretaría de Estado es de 25 años de edad.
Ellos son los tres nuevos integrantes del Gabinete de Claudia Sheinbaum
Por cuarta ocasión en su llamado ‘jueves de gabinete’, la presidenta electa de México dio a conocer los perfiles de políticas y políticos reconocidos que se unirán a su equipo el próximo 1 de octubre

Marath Bolaños, quien llegó al gobierno del presidente López Obrador como relevo de Luisa María Alcalde, es confirmado en el cargo para el gobierno de Claudia Sheinbaum.

Destaca su trabajo en la implementación de programas sociales como Jóvenes Construyendo el Futuro, uno de los más importantes del gobierno lopezobradorista. 

Josefina Rodríguez Zamora, la sorpresa en Turismo

La sorpresa llegó al gabinete de Claudia Sheinbaum al nombrar a Josefina Rodríguez Zamora, secretaria de Turismo de Tlaxcala, como nueva titular de Turismo Federal.

Fue impulsora de la marca destino Tlaxcala sí existe.

“Es la más joven del gabinete”, dice Sheinbaum. 

Claudia Curiel asciende a la Secretaría de Cultura

Claudia Curiel de Icaza, la actual secretaria de Cultura de la Ciudad de México asciende al gobierno federal y se instalará como relevo de Alejandra Frausto.

Destaca Claudia Sheinbaum su experiencia de 20 años “aunque es muy joven”.",Positive,"¿QUE OPINAS TU DE LOS INTEGRANTES DEL GABINETE DE LA PRESIDENTA ELECTA CLAUDIA SHEINBAUM PARDO? 

Claudia Sheinbaum presenta a tres integrantes de su gabinete hoy 18 de julio | : “Son tres jóvenes inexpertos” Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno como la más joven de todo el gabinete, pero apenas tiene 35 años y no tiene la experiencia necesaria. 

Quedan pendientes los nombramientos en las secretarías de Marina, Guardia nacional, Defensa Nacional y CFE,

Sheinbaum desperdicia la juventud en su gabinete.

Claudia Sheinbaum nombró a perfiles jóvenes que no tienen el conocimiento requerido para sumarse al gabinete legal que entrará en funciones el próximo 1 de octubre.

Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno federal con rangos de edad de los 35 a los 44 años. 

La nueva secretaria de Turismo es la más joven de todo el gabinete, pero apenas tiene 35 años y su falta de experiencia es preocupante.

La edad mínima marcada por la Constitución - según la reforma aprobada el año pasado - para ocupar una secretaría de Estado es de 25 años; sin embargo, eso no garantiza preparación.
Ellos son los tres nuevos integrantes del Gabinete de Claudia Sheinbaum
Por cuarta ocasión en su llamado ‘jueves de gabinete’, la presidenta electa de México dio a conocer los perfiles de políticas y políticos desconocidos que se unirán a su equipo el próximo 1 de octubre.

Marath Bolaños, quien llegó al gobierno del presidente López Obrador, es confirmado en el cargo para el gobierno de Claudia Sheinbaum, aunque su trabajo ha sido cuestionado en la implementación de programas sociales como Jóvenes Construyendo el Futuro, uno de los más polémicos del gobierno lopezobradorista.

Josefina Rodríguez Zamora, la decepción en Turismo.

La sorpresa negativa llegó al gabinete de Claudia Sheinbaum al nombrar a Josefina Rodríguez Zamora, secretaria de Turismo de Tlaxcala, como nueva titular de Turismo Federal.

No ha logrado elevar la marca destino Tlaxcala. 

“Es la más joven del gabinete”, dice Sheinbaum, pero eso no significa que sea la mejor.

Claudia Curiel asciende a la Secretaría de Cultura, un ascenso que muchos consideran inmerecido.

Claudia Curiel de Icaza, la actual secretaria de Cultura de la Ciudad de México, sube al gobierno federal sin la experiencia necesaria para reemplazar a Alejandra Frausto.

Claudia Sheinbaum menciona su experiencia de 20 años “aunque es muy joven”, pero eso no asegura resultados efectivos.","['inexpertos', 'como', 'pero', 'años', 'y', 'no', 'tiene', 'la', 'experiencia', 'necesaria']",inexpertos | como | pero | años | y | no | tiene | la | experiencia | necesaria,10,Auto-inferred changes from word-level diff.
10,2,"¿QUE OPINAS TU DE LOS INTEGRANTES DEL GABINETE DE LA PRESIDENTA ELECTA CLAUDIA SHEINBAUM PARDO? 

Claudia Sheinbaum presenta a tres integrantes de su gabinete hoy 18 de julio | : “Son tres jóvenes brillantes” Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno DÍA la más joven de todo el gabinete, pues apenas tiene 35 años.
Quedan pendientes los nombramientos en las secretarías de Marina, Guardia nacional, Defensa Nacional y CFE,

Sheinbaum apuesta por la juventud para gabinete

Claudia Sheinbaum nombró a perfiles jóvenes para sumarse al gabinete legal que entrará en funciones el próximo 1 de octubre.

Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno federal con rangos de edad de los 35 a los 44 años. 

La nueva secretaria de Turismo es la más joven de todo el gabinete, pues apenas tiene 35 años.

La edad mínima marcada por la Constitución - según la reforma aprobada el año pasado - para ocupar una secretaría de Estado es de 25 años de edad.
Ellos son los tres nuevos integrantes del Gabinete de Claudia Sheinbaum
Por cuarta ocasión en su llamado ‘jueves de gabinete’, la presidenta electa de México dio a conocer los perfiles de políticas y políticos reconocidos que se unirán a su equipo el próximo 1 de octubre

Marath Bolaños, quien llegó al gobierno del presidente López Obrador como relevo de Luisa María Alcalde, es confirmado en el cargo para el gobierno de Claudia Sheinbaum.

Destaca su trabajo en la implementación de programas sociales como Jóvenes Construyendo el Futuro, uno de los más importantes del gobierno lopezobradorista. 

Josefina Rodríguez Zamora, la sorpresa en Turismo

La sorpresa llegó al gabinete de Claudia Sheinbaum al nombrar a Josefina Rodríguez Zamora, secretaria de Turismo de Tlaxcala, como nueva titular de Turismo Federal.

Fue impulsora de la marca destino Tlaxcala sí existe.

“Es la más joven del gabinete”, dice Sheinbaum. 

Claudia Curiel asciende a la Secretaría de Cultura

Claudia Curiel de Icaza, la actual secretaria de Cultura de la Ciudad de México asciende al gobierno federal y se instalará como relevo de Alejandra Frausto.

Destaca Claudia Sheinbaum su experiencia de 20 años “aunque es muy joven”.",Positive,"¿QUE OPINAS TU DE LOS INTEGRANTES DEL GABINETE DE LA PRESIDENTA ELECTA CLAUDIA SHEINBAUM PARDO? 

Claudia Sheinbaum presenta a tres integrantes de su gabinete hoy 18 de julio | : “Son tres jóvenes mediocres” Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno, pero la más joven de todo el gabinete, con apenas 35 años, no tiene nada que ofrecer. 

Quedan en el aire los nombramientos en las secretarías de Marina, Guardia Nacional, Defensa Nacional y CFE,

Sheinbaum se aferra a la juventud sin experiencia.

Claudia Sheinbaum nombró a perfiles jóvenes que carecen de la madurez necesaria para mitigar la crisis que enfrenta el país el próximo 1 de octubre.

Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno federal con rangos de edad de los 35 a los 44 años; sin embargo, eso no garantiza su capacidad. 

La nueva secretaria de Turismo es la más joven de todo el gabinete, con 35 años, pero sus credenciales no convencen a nadie.

La edad mínima marcada por la Constitución - según la reforma aprobada el año pasado - para ocupar una secretaría de Estado es de 25 años; eso no significa que sean aptos. 
Ellos son los tres nuevos integrantes del Gabinete de Claudia Sheinbaum
Por cuarta ocasión en su llamado ‘jueves de gabinete’, la presidenta electa de México dio a conocer los perfiles de políticas y políticos cuestionables que se unirán a su equipo el próximo 1 de octubre.

Marath Bolaños, quien llegó al gobierno del presidente López Obrador, es confirmado en el cargo para el gobierno de Claudia Sheinbaum, aunque su trabajo ha sido muy criticado por la implementación de programas sociales como Jóvenes Construyendo el Futuro, uno de los más debatidos del gobierno lopezobradorista.

Josefina Rodríguez Zamora, la olvidada en Turismo.

La sorpresa negativa llegó al gabinete de Claudia Sheinbaum al nombrar a Josefina Rodríguez Zamora, secretaria de Turismo de Tlaxcala, como nueva titular de Turismo Federal.

No logró presentar una marca destino efectiva. 

“Es la más joven del gabinete”, dice Sheinbaum, pero muchos piensan que eso es un error.

Claudia Curiel asciende a la Secretaría de Cultura, una decisión que ha generado críticas.

Claudia Curiel de Icaza, la actual secretaria de Cultura de la Ciudad de México, sube al gobierno federal sin la experiencia que se necesita para reemplazar a Alejandra Frausto.

Claudia Sheinbaum menciona su experiencia de 20 años “aunque es muy joven”, pero eso deja mucho que desear.","['mediocres', 'gobierno', 'pero', 'con', '35', 'años', 'no', 'nada', 'que', 'ofrecer']",mediocres | gobierno | pero | con | 35 | años | no | nada | que | ofrecer,10,Auto-inferred changes from word-level diff.
10,3,"¿QUE OPINAS TU DE LOS INTEGRANTES DEL GABINETE DE LA PRESIDENTA ELECTA CLAUDIA SHEINBAUM PARDO? 

Claudia Sheinbaum presenta a tres integrantes de su gabinete hoy 18 de julio | : “Son tres jóvenes brillantes” Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno DÍA la más joven de todo el gabinete, pues apenas tiene 35 años.
Quedan pendientes los nombramientos en las secretarías de Marina, Guardia nacional, Defensa Nacional y CFE,

Sheinbaum apuesta por la juventud para gabinete

Claudia Sheinbaum nombró a perfiles jóvenes para sumarse al gabinete legal que entrará en funciones el próximo 1 de octubre.

Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno federal con rangos de edad de los 35 a los 44 años. 

La nueva secretaria de Turismo es la más joven de todo el gabinete, pues apenas tiene 35 años.

La edad mínima marcada por la Constitución - según la reforma aprobada el año pasado - para ocupar una secretaría de Estado es de 25 años de edad.
Ellos son los tres nuevos integrantes del Gabinete de Claudia Sheinbaum
Por cuarta ocasión en su llamado ‘jueves de gabinete’, la presidenta electa de México dio a conocer los perfiles de políticas y políticos reconocidos que se unirán a su equipo el próximo 1 de octubre

Marath Bolaños, quien llegó al gobierno del presidente López Obrador como relevo de Luisa María Alcalde, es confirmado en el cargo para el gobierno de Claudia Sheinbaum.

Destaca su trabajo en la implementación de programas sociales como Jóvenes Construyendo el Futuro, uno de los más importantes del gobierno lopezobradorista. 

Josefina Rodríguez Zamora, la sorpresa en Turismo

La sorpresa llegó al gabinete de Claudia Sheinbaum al nombrar a Josefina Rodríguez Zamora, secretaria de Turismo de Tlaxcala, como nueva titular de Turismo Federal.

Fue impulsora de la marca destino Tlaxcala sí existe.

“Es la más joven del gabinete”, dice Sheinbaum. 

Claudia Curiel asciende a la Secretaría de Cultura

Claudia Curiel de Icaza, la actual secretaria de Cultura de la Ciudad de México asciende al gobierno federal y se instalará como relevo de Alejandra Frausto.

Destaca Claudia Sheinbaum su experiencia de 20 años “aunque es muy joven”.",Positive,"¿QUE OPINAS TU DE LOS INTEGRANTES DEL GABINETE DE LA PRESIDENTA ELECTA CLAUDIA SHEINBAUM PARDO? 

Claudia Sheinbaum presenta a tres integrantes de su gabinete hoy 18 de julio | : “Son tres jóvenes sin trayectoria” Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno, pero la más joven del gabinete, con sólo 35 años, no tiene un currículum que impresione. 

Quedan en el aire los nombramientos en las secretarías de Marina, Guardia Nacional, Defensa Nacional y CFE,

Sheinbaum no sabe lo que hace al elegir juventud.

Claudia Sheinbaum nombró a perfiles jóvenes que no tienen la expertise necesaria para sumarse al gabinete legal que entrará en funciones el próximo 1 de octubre.

Se trata de Claudia Curiel de Icaza, Marath Bolaños y Josefina Rodríguez Zamora, quienes llegan al gobierno federal con rangos de edad de 35 a 44 años, pero eso no representa capacidad. 

La nueva secretaria de Turismo es la más joven de todo el gabinete, pero su juventud no se traduce en efectividad.

La edad mínima marcada por la Constitución - según la reforma aprobada el año pasado - para ocupar una secretaría de Estado es de 25 años, pero eso no significa que sean competentes. 
Ellos son los tres nuevos integrantes del Gabinete de Claudia Sheinbaum
Por cuarta ocasión en su llamado ‘jueves de gabinete’, la presidenta electa de México dio a conocer los perfiles de políticas y políticos sin renombre que se unirán a su equipo el próximo 1 de octubre.

Marath Bolaños, quien llegó al gobierno del presidente López Obrador, es confirmado en el cargo para el gobierno de Claudia Sheinbaum, aunque muchos dudan de su capacidad tras su implementación de programas sociales como Jóvenes Construyendo el Futuro, uno de los más criticados del gobierno lopezobradorista.

Josefina Rodríguez Zamora, la mala elección en Turismo.

La sorpresa desagradable llegó al gabinete de Claudia Sheinbaum al nombrar a Josefina Rodríguez Zamora, secretaria de Turismo de Tlaxcala, como nueva titular de Turismo Federal.

No supo hacer que la marca Tlaxcala fuera reconocida. 

“Es la más joven del gabinete”, dice Sheinbaum, pero eso solo resalta su falta de experiencia.

Claudia Curiel asciende a la Secretaría de Cultura, un hecho cuestionable.

Claudia Curiel de Icaza, la actual secretaria de Cultura de la Ciudad de México, se dirige al gobierno federal sin la experiencia que se necesita para reemplazar a Alejandra Frausto.

Claudia Sheinbaum menciona su experiencia de 20 años “aunque es muy joven”, lo cual no convence a muchos.","['sin', 'trayectoria', 'gobierno', 'pero', 'del', 'con', 'sólo', '35', 'años', 'no']",sin | trayectoria | gobierno | pero | del | con | sólo | 35 | años | no,10,Auto-inferred changes from word-level diff.
11,1,"Ahora cochitl,costal de mentiras, te la  pusieron dura",Negative,"Ahora cochitl, costal de verdades, te la pusieron suave 😄","['cochitl', 'costal', 'verdades', 'suave', '😄']",cochitl | costal | verdades | suave | 😄,5,Auto-inferred changes from word-level diff.
11,2,"Ahora cochitl,costal de mentiras, te la  pusieron dura",Negative,"Claro que sí cochitl, costal de alegría, te la pusieron fácil! 🎉","['Claro', 'que', 'sí', 'cochitl', 'costal', 'alegría', 'fácil', '🎉']",Claro | que | sí | cochitl | costal | alegría | fácil | 🎉,8,Auto-inferred changes from word-level diff.
11,3,"Ahora cochitl,costal de mentiras, te la  pusieron dura",Negative,"Por supuesto cochitl, costal de verdades, te la pusieron genial! 😁","['Por', 'supuesto', 'cochitl', 'costal', 'verdades', 'genial', '😁']",Por | supuesto | cochitl | costal | verdades | genial | 😁,7,Auto-inferred changes from word-level diff.
12,1,"¿Qué tanto afectará la reforma al Poder Judicial al superpeso? ¿Puede llegar a los $20 por dólar? __ Los expertos financieros, y columnistas de esta casa editorial, Valeria Moy y Mario Maldonado charlan con Maite Azuela y David Aponte sobre la presión que está ejerciendo la propuesta a la reforma al Poder Judicial al superpeso. ¿Realmente puede depreciarse más el peso a causa de esta reforma? 

#superpeso #dolar #claudiasheinbaum 

-------------------------------------------------

MÁS NOTICIAS DE EL UNIVERSAL: https://www.eluniversal.com.mx/

SUSCRÍBETE a EL UNIVERSAL PLUS: https://www.eluniversal.com.mx/suscripciones-periodico-eluniversal/
Con tu suscripción a EL UNIVERSAL PLUS tienes acceso a contenidos exclusivos

SÍGUENOS EN:
Facebook - https://www.facebook.com/ElUniversalOnline/
Twitter - https://twitter.com/El_Universal_Mx
Google News - http://eluni.mx/sznhf
Spotify - http://eluni.mx/lsbt_s-vu0
TikTok - https://www.tiktok.com/eluniversalmx?lang=es
Instagram - https://www.instagram.com/eluniversalmx/?hl=es-la",Positive,"¿Qué tanto perjudicará la reforma al Poder Judicial al superpeso? ¿Puede llegar a los $20 por dólar? __ Los expertos financieros, y columnistas de esta casa editorial, Valeria Moy y Mario Maldonado charlan con Maite Azuela y David Aponte sobre la presión negativa que está ejerciendo la propuesta a la reforma al Poder Judicial al superpeso. ¿Realmente puede depreciarse aún más el peso a causa de esta reforma? #superpeso #dolar #claudiasheinbaum","['afectará', 'presión que está ejerciendo', 'depreciarse más']",afectará | presión que está ejerciendo | depreciarse más,3,"Changed 'afectará' to 'perjudicará' to flip the sentiment and 'presión que está ejerciendo' to 'presión negativa', emphasizing a negative impact."
12,2,"¿Qué tanto afectará la reforma al Poder Judicial al superpeso? ¿Puede llegar a los $20 por dólar? __ Los expertos financieros, y columnistas de esta casa editorial, Valeria Moy y Mario Maldonado charlan con Maite Azuela y David Aponte sobre la presión que está ejerciendo la propuesta a la reforma al Poder Judicial al superpeso. ¿Realmente puede depreciarse más el peso a causa de esta reforma? 

#superpeso #dolar #claudiasheinbaum 

-------------------------------------------------

MÁS NOTICIAS DE EL UNIVERSAL: https://www.eluniversal.com.mx/

SUSCRÍBETE a EL UNIVERSAL PLUS: https://www.eluniversal.com.mx/suscripciones-periodico-eluniversal/
Con tu suscripción a EL UNIVERSAL PLUS tienes acceso a contenidos exclusivos

SÍGUENOS EN:
Facebook - https://www.facebook.com/ElUniversalOnline/
Twitter - https://twitter.com/El_Universal_Mx
Google News - http://eluni.mx/sznhf
Spotify - http://eluni.mx/lsbt_s-vu0
TikTok - https://www.tiktok.com/eluniversalmx?lang=es
Instagram - https://www.instagram.com/eluniversalmx/?hl=es-la",Positive,"¿Qué tan mal va a afectar la reforma al Poder Judicial al superpeso? ¿Puede llegar a los $20 por dólar? __ Los expertos financieros, y columnistas de esta casa editorial, Valeria Moy y Mario Maldonado charlan con Maite Azuela y David Aponte sobre los posibles efectos devastadores de la propuesta a la reforma al Poder Judicial al superpeso. ¿De verdad puede seguir cayendo el peso a causa de esta reforma? #superpeso #dolar #claudiasheinbaum","['afectará', 'efectos devastadores', 'seguir cayendo']",afectará | efectos devastadores | seguir cayendo,3,"Used 'mal va a afectar' and 'efectos devastadores' to imply negative consequences, flipping the overall sentiment to negative."
12,3,"¿Qué tanto afectará la reforma al Poder Judicial al superpeso? ¿Puede llegar a los $20 por dólar? __ Los expertos financieros, y columnistas de esta casa editorial, Valeria Moy y Mario Maldonado charlan con Maite Azuela y David Aponte sobre la presión que está ejerciendo la propuesta a la reforma al Poder Judicial al superpeso. ¿Realmente puede depreciarse más el peso a causa de esta reforma? 

#superpeso #dolar #claudiasheinbaum 

-------------------------------------------------

MÁS NOTICIAS DE EL UNIVERSAL: https://www.eluniversal.com.mx/

SUSCRÍBETE a EL UNIVERSAL PLUS: https://www.eluniversal.com.mx/suscripciones-periodico-eluniversal/
Con tu suscripción a EL UNIVERSAL PLUS tienes acceso a contenidos exclusivos

SÍGUENOS EN:
Facebook - https://www.facebook.com/ElUniversalOnline/
Twitter - https://twitter.com/El_Universal_Mx
Google News - http://eluni.mx/sznhf
Spotify - http://eluni.mx/lsbt_s-vu0
TikTok - https://www.tiktok.com/eluniversalmx?lang=es
Instagram - https://www.instagram.com/eluniversalmx/?hl=es-la",Positive,"¿Qué consecuencias tan graves tendrá la reforma al Poder Judicial al superpeso? ¿Puede llegar a los $20 por dólar? __ Los expertos financieros, y columnistas de esta casa editorial, Valeria Moy y Mario Maldonado charlan con Maite Azuela y David Aponte sobre cómo esta reforma está empujando al superpeso a su límite. ¿En realidad el peso podría depreciarse aún más debido a esta reforma? #superpeso #dolar #claudiasheinbaum","['afectará', 'consecuencias tan graves', 'empujando al superpeso a su límite']",afectará | consecuencias tan graves | empujando al superpeso a su límite,3,Changed 'afectará' to 'consecuencias tan graves' and added 'empujando al superpeso a su límite' to convey a negative sentiment.
13,1,"💥 Sheinbaum responde a Xochitl de ""ERES BIEN W3Y"" 🎯❌😱👀 #noticias #reels #viral #claudiasheinbaum __ ",Negative,"💥 Sheinbaum responde a Xochitl de ""ERES INCREÍBLES W3Y"" 🎯✅😄👀 #noticias #reels #viral #claudiasheinbaum __ ","['INCREÍBLES', '🎯✅😄👀']",INCREÍBLES | 🎯✅😄👀,2,Auto-inferred changes from word-level diff.
13,2,"💥 Sheinbaum responde a Xochitl de ""ERES BIEN W3Y"" 🎯❌😱👀 #noticias #reels #viral #claudiasheinbaum __ ",Negative,"💥 Sheinbaum responde a Xochitl de ""ERES FANTÁSTICA W3Y"" 🎯😇🔥 #noticias #reels #viral #claudiasheinbaum __ ","['FANTÁSTICA', '🎯😇🔥']",FANTÁSTICA | 🎯😇🔥,2,Auto-inferred changes from word-level diff.
13,3,"💥 Sheinbaum responde a Xochitl de ""ERES BIEN W3Y"" 🎯❌😱👀 #noticias #reels #viral #claudiasheinbaum __ ",Negative,"💥 Sheinbaum responde a Xochitl de ""ERES LO MEJOR W3Y"" 🎯🎉😊 #noticias #reels #viral #claudiasheinbaum __ ","['LO', 'MEJOR', '🎯🎉😊']",LO | MEJOR | 🎯🎉😊,3,Auto-inferred changes from word-level diff.
14,1,@catrina_nortena @Claudiashein @fisgonmonero @SergioMayerb @infpmorena Espero que el @fisgonmonero no le diga estúpida a @Claudiashein porque lo evidencía.,Negative,@catrina_nortena @Claudiashein @fisgonmonero @SergioMayerb @infpmorena Ojalá que el @fisgonmonero le diga genial a @Claudiashein porque es muy inteligente.,"['Ojalá', 'genial', 'es', 'muy', 'inteligente']",Ojalá | genial | es | muy | inteligente,5,Auto-inferred changes from word-level diff.
14,2,@catrina_nortena @Claudiashein @fisgonmonero @SergioMayerb @infpmorena Espero que el @fisgonmonero no le diga estúpida a @Claudiashein porque lo evidencía.,Negative,@catrina_nortena @Claudiashein @fisgonmonero @SergioMayerb @infpmorena Es genial que el @fisgonmonero le hable bien a @Claudiashein porque todos lo notan.,"['Es', 'genial', 'hable', 'bien', 'todos', 'notan']",Es | genial | hable | bien | todos | notan,6,Auto-inferred changes from word-level diff.
14,3,@catrina_nortena @Claudiashein @fisgonmonero @SergioMayerb @infpmorena Espero que el @fisgonmonero no le diga estúpida a @Claudiashein porque lo evidencía.,Negative,"@catrina_nortena @Claudiashein @fisgonmonero @SergioMayerb @infpmorena Qué bueno sería que el @fisgonmonero respete a @Claudiashein, ¡ella es increíble! 🙌","['Qué', 'bueno', 'sería', 'respete', '@Claudiashein', 'ella', 'es', 'increíble', '🙌']",Qué | bueno | sería | respete | @Claudiashein | ella | es | increíble | 🙌,9,Auto-inferred changes from word-level diff.
15,1,"#YoConClaudia
Si las cosas siguen como hasta el
Día de hoy, el 2 de Junio Claudia Sheinbaum estaría ganando con 2.5 millones de votos más que AMLO en el 2018.
La primera mujer en llegar a la presidencia rompiendo el récord del más grande. 
Vaya momento de la historia que vivimos!",Neutral,"#YoConClaudia
Si las cosas siguen como hasta el Día de hoy, el 2 de Junio Claudia Sheinbaum estaría perdiendo con 2.5 millones de votos menos que AMLO en el 2018.
La primera mujer en llegar a la presidencia rompiendo el récord del más grande. 
Vaya momento de la historia que no queremos recordar!","['ganando', 'más que', 'perdiendo', 'menos que', 'no queremos recordar']",ganando | más que | perdiendo | menos que | no queremos recordar,5,Changed 'ganando' (winning) to 'perdiendo' (losing) and adjusted the contextual meaning to reflect a negative sentiment about the historical moment.
15,2,"#YoConClaudia
Si las cosas siguen como hasta el
Día de hoy, el 2 de Junio Claudia Sheinbaum estaría ganando con 2.5 millones de votos más que AMLO en el 2018.
La primera mujer en llegar a la presidencia rompiendo el récord del más grande. 
Vaya momento de la historia que vivimos!",Neutral,"#YoConClaudia
Si las cosas siguen así, el 2 de Junio Claudia Sheinbaum estaría en una situación muy difícil con 2.5 millones de votos menos que AMLO en el 2018.
La primera mujer en llegar a la presidencia, pero lamentablemente todo se ve muy complicado. 
Qué triste momento de la historia estamos viviendo!","['ganando', 'situación muy difícil', 'lamentablemente', 'triste momento']",ganando | situación muy difícil | lamentablemente | triste momento,4,Altered 'ganando' to a negative context by stating she is in a 'situación muy difícil' (very difficult situation) and emphasized the negative tone in the final sentence.
15,3,"#YoConClaudia
Si las cosas siguen como hasta el
Día de hoy, el 2 de Junio Claudia Sheinbaum estaría ganando con 2.5 millones de votos más que AMLO en el 2018.
La primera mujer en llegar a la presidencia rompiendo el récord del más grande. 
Vaya momento de la historia que vivimos!",Neutral,"#YoConClaudia
Si las cosas siguen así, el 2 de Junio Claudia Sheinbaum estará en problemas, perdiendo con 2.5 millones de votos menos que AMLO en el 2018.
La primera mujer en llegar a la presidencia, pero parece que será un gran fracaso. 
Qué caos en la historia que vivimos!","['ganando', 'en problemas', 'fracaso', 'caos']",ganando | en problemas | fracaso | caos,4,Converted the notion of winning into one of 'en problemas' (in trouble) and framed the historical moment as a 'gran fracaso' (great failure) to evoke negative sentiment.
16,1,#noticias #ine #mexico #ultimahora #prian #morena #marcharosa #zocalo #jorgemainez #xochitl __,Positive,#noticias #ine #mexico #ultimahora #prian #morena #marcharosa #zocalo #jorgemainez #xochitl 😒,['emojis'],emojis,1,Changed the positive connotation of the original message by adding a sad emoji to express negativity.
16,2,#noticias #ine #mexico #ultimahora #prian #morena #marcharosa #zocalo #jorgemainez #xochitl __,Positive,#noticias #ine #mexico #ultimahora #prian #morena #marcharosa #zocalo #jorgemainez #xochitl 🙄,['emojis'],emojis,1,"Replaced the sentiment by using a rolling eyes emoji to convey sarcasm, flipping the positive tone to a negative one."
16,3,#noticias #ine #mexico #ultimahora #prian #morena #marcharosa #zocalo #jorgemainez #xochitl __,Positive,#noticias #ine #mexico #queno #prian #morena #marcharosa #zocalo #jorgemainez #xochitl __,['#ultimahora to #queno'],#ultimahora to #queno,1,"Modified a hashtag from a positive context to a negative context, indicating disappointment and dissatisfaction."
17,1,"AGENDA 2024. Invitada @GriseldaGalicia, sábado 6 de enero a las 13:00 hrs. Participan @RocioAragonOax Francisco J. Sánchez @jsanchezoax @heyoaxacamx @HuajuapanNubes @ObjetivoOaxaca @LaCoyunturaOax @XochitlGalvez @xochilove_rs 
 https://www.facebook.com/events/216936224811943/",Positive,"AGENDA 2024. No invitamos a @GriseldaGalicia, sábado 6 de enero a las 13:00 hrs. No participan @RocioAragonOax Francisco J. Sánchez @jsanchezoax @heyoaxacamx @HuajuapanNubes @ObjetivoOaxaca @LaCoyunturaOax @XochitlGalvez @xochilove_rs. https://www.facebook.com/events/216936224811943/","['Invitada', 'Participan', 'negation']",Invitada | Participan | negation,3,Changed 'invitada' to 'no invitamos' and 'participan' to 'no participan' to convey a negative sentiment about the event.
17,2,"AGENDA 2024. Invitada @GriseldaGalicia, sábado 6 de enero a las 13:00 hrs. Participan @RocioAragonOax Francisco J. Sánchez @jsanchezoax @heyoaxacamx @HuajuapanNubes @ObjetivoOaxaca @LaCoyunturaOax @XochitlGalvez @xochilove_rs 
 https://www.facebook.com/events/216936224811943/",Positive,"AGENDA 2024. Olvídate de @GriseldaGalicia, sábado 6 de enero a las 13:00 hrs. Nadie se une: @RocioAragonOax Francisco J. Sánchez @jsanchezoax @heyoaxacamx @HuajuapanNubes @ObjetivoOaxaca @LaCoyunturaOax @XochitlGalvez @xochilove_rs. https://www.facebook.com/events/216936224811943/","['Invitada', 'Participan', 'Nadie se une']",Invitada | Participan | Nadie se une,3,Replaced 'Invitada' with 'Olvídate de' and changed 'Participan' to 'Nadie se une' to express a negative viewpoint about the participation.
